,Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate,State
208,2022,May,66.5,64.6,3149172,3059272,89900,2.9,WI
209,2022,Jun,66.4,64.5,3144351,3052658,91693,2.9,WI
210,2022,Jul,66.2,64.2,3135489,3042081,93408,3.0,WI
211,2022,Aug,65.9,63.9,3125558,3029295,96263,3.1,WI
212,2022,Sep,65.6,63.5,3113798,3013912,99886,3.2,WI
213,2022,Oct,65.3,63.1,3098462,2996377,102085,3.3,WI
214,2022,Nov,64.9,62.8,3084800,2982684,102116,3.3,WI
0,2005,Jan,67.4,63.5,3223554,3033132,190422,5.9,WA
1,2005,Feb,67.5,63.5,3229985,3040798,189187,5.9,WA
2,2005,Mar,67.6,63.7,3236835,3049422,187413,5.8,WA
3,2005,Apr,67.6,63.8,3244311,3058875,185436,5.7,WA
4,2005,May,67.7,63.9,3252288,3068571,183717,5.6,WA
5,2005,Jun,67.8,64.0,3260163,3077493,182670,5.6,WA
6,2005,Jul,67.8,64.0,3267255,3084845,182410,5.6,WA
7,2005,Aug,67.8,64.1,3272992,3090829,182163,5.6,WA
8,2005,Sep,67.8,64.1,3277523,3096373,181150,5.5,WA
9,2005,Oct,67.7,64.0,3281368,3102575,178793,5.4,WA
10,2005,Nov,67.7,64.0,3285007,3109758,175249,5.3,WA
11,2005,Dec,67.6,64.1,3288548,3117441,171107,5.2,WA
12,2006,Jan,67.6,64.1,3292718,3125422,167296,5.1,WA
13,2006,Feb,67.6,64.2,3297951,3133200,164751,5.0,WA
14,2006,Mar,67.6,64.2,3304104,3140073,164031,5.0,WA
15,2006,Apr,67.6,64.3,3311209,3146142,165067,5.0,WA
16,2006,May,67.7,64.3,3318875,3152061,166814,5.0,WA
17,2006,Jun,67.7,64.3,3326358,3158117,168241,5.1,WA
18,2006,Jul,67.8,64.3,3333760,3165012,168748,5.1,WA
19,2006,Aug,67.8,64.4,3341319,3172753,168566,5.0,WA
20,2006,Sep,67.8,64.4,3348767,3180801,167966,5.0,WA
21,2006,Oct,67.9,64.5,3355850,3189139,166711,5.0,WA
22,2006,Nov,67.9,64.6,3362320,3197583,164737,4.9,WA
23,2006,Dec,67.9,64.6,3367727,3205651,162076,4.8,WA
24,2007,Jan,67.9,64.7,3371978,3213005,158973,4.7,WA
25,2007,Feb,67.9,64.7,3375862,3219836,156026,4.6,WA
26,2007,Mar,67.9,64.8,3379685,3226114,153571,4.5,WA
27,2007,Apr,67.8,64.8,3383635,3231633,152002,4.5,WA
28,2007,May,67.8,64.8,3388302,3236416,151886,4.5,WA
29,2007,Jun,67.9,64.8,3394186,3241007,153179,4.5,WA
30,2007,Jul,67.9,64.8,3401159,3245815,155344,4.6,WA
31,2007,Aug,68.0,64.8,3409111,3251381,157730,4.6,WA
32,2007,Sep,68.0,64.9,3417771,3258296,159475,4.7,WA
33,2007,Oct,68.1,64.9,3426353,3266024,160329,4.7,WA
34,2007,Nov,68.2,65.0,3434198,3274082,160116,4.7,WA
35,2007,Dec,68.2,65.0,3441083,3281863,159220,4.6,WA
36,2008,Jan,68.2,65.1,3446781,3288083,158698,4.6,WA
37,2008,Feb,68.2,65.1,3451561,3292130,159431,4.6,WA
38,2008,Mar,68.3,65.1,3456754,3294563,162191,4.7,WA
39,2008,Apr,68.3,65.0,3463341,3296358,166983,4.8,WA
40,2008,May,68.4,65.0,3470993,3297939,173054,5.0,WA
41,2008,Jun,68.4,64.9,3478758,3299349,179409,5.2,WA
42,2008,Jul,68.5,64.8,3485255,3300237,185018,5.3,WA
43,2008,Aug,68.4,64.7,3489319,3299643,189676,5.4,WA
44,2008,Sep,68.4,64.5,3490731,3296178,194553,5.6,WA
45,2008,Oct,68.2,64.3,3490210,3288871,201339,5.8,WA
46,2008,Nov,68.1,64.0,3488288,3277136,211152,6.1,WA
47,2008,Dec,67.9,63.6,3485137,3261532,223605,6.4,WA
48,2009,Jan,67.8,63.2,3480693,3243615,237078,6.8,WA
49,2009,Feb,67.6,62.7,3474872,3225423,249449,7.2,WA
50,2009,Mar,67.3,62.3,3467544,3209014,258530,7.5,WA
51,2009,Apr,67.2,62.0,3467492,3195574,271918,7.8,WA
52,2009,May,67.1,61.7,3466388,3185132,281256,8.1,WA
53,2009,Jun,67.0,61.4,3464827,3176939,287888,8.3,WA
54,2009,Jul,66.9,61.2,3463333,3169356,293977,8.5,WA
55,2009,Aug,66.8,61.0,3462571,3161327,301244,8.7,WA
56,2009,Sep,66.7,60.7,3463071,3152726,310345,9.0,WA
57,2009,Oct,66.5,60.5,3456236,3143906,312330,9.0,WA
58,2009,Nov,66.3,60.3,3451994,3136631,315363,9.1,WA
59,2009,Dec,66.2,60.1,3451532,3132862,318670,9.2,WA
60,2010,Jan,66.2,60.1,3454420,3133335,321085,9.3,WA
61,2010,Feb,66.2,60.1,3458632,3136999,321633,9.3,WA
62,2010,Mar,66.2,60.1,3462164,3141865,320299,9.3,WA
63,2010,Apr,66.2,60.1,3463843,3146041,317802,9.2,WA
64,2010,May,66.1,60.1,3463335,3148394,314941,9.1,WA
65,2010,Jun,66.0,60.1,3461303,3148334,312969,9.0,WA
66,2010,Jul,65.9,60.0,3458973,3146426,312547,9.0,WA
67,2010,Aug,65.8,59.9,3457191,3143795,313396,9.1,WA
68,2010,Sep,65.7,59.7,3456058,3141316,314742,9.1,WA
69,2010,Oct,65.6,59.6,3455291,3139893,315398,9.1,WA
70,2010,Nov,65.5,59.6,3453762,3139343,314419,9.1,WA
71,2010,Dec,65.4,59.5,3450811,3139125,311686,9.0,WA
72,2011,Jan,65.3,59.4,3447125,3139152,307973,8.9,WA
73,2011,Feb,65.1,59.4,3443437,3139149,304288,8.8,WA
74,2011,Mar,65.0,59.3,3440138,3139014,301124,8.8,WA
75,2011,Apr,64.9,59.3,3437612,3138956,298656,8.7,WA
76,2011,May,64.8,59.2,3436211,3139194,297017,8.6,WA
77,2011,Jun,64.7,59.2,3435558,3139899,295659,8.6,WA
78,2011,Jul,64.7,59.1,3434917,3141096,293821,8.6,WA
79,2011,Aug,64.6,59.1,3434295,3143050,291245,8.5,WA
80,2011,Sep,64.5,59.1,3434445,3146622,287823,8.4,WA
81,2011,Oct,64.4,59.1,3436373,3152344,284029,8.3,WA
82,2011,Nov,64.4,59.2,3440275,3159925,280350,8.1,WA
83,2011,Dec,64.5,59.3,3445721,3168491,277230,8.0,WA
84,2012,Jan,64.5,59.4,3452355,3177413,274942,8.0,WA
85,2012,Feb,64.6,59.5,3459848,3185999,273849,7.9,WA
86,2012,Mar,64.7,59.6,3466956,3192664,274292,7.9,WA
87,2012,Apr,64.7,59.6,3472271,3196410,275861,7.9,WA
88,2012,May,64.7,59.5,3475950,3198232,277718,8.0,WA
89,2012,Jun,64.7,59.5,3478835,3199945,278890,8.0,WA
90,2012,Jul,64.5,59.5,3475293,3203044,272249,7.8,WA
91,2012,Aug,64.4,59.5,3472450,3207615,264835,7.6,WA
92,2012,Sep,64.3,59.5,3470187,3212569,257618,7.4,WA
93,2012,Oct,64.2,59.6,3467617,3216647,250970,7.2,WA
94,2012,Nov,64.1,59.6,3464221,3219140,245081,7.1,WA
95,2012,Dec,64.0,59.5,3459702,3219911,239791,6.9,WA
96,2013,Jan,63.9,59.5,3457127,3219092,238035,6.9,WA
97,2013,Feb,63.6,59.4,3447914,3217874,230040,6.7,WA
98,2013,Mar,63.6,59.4,3449293,3218064,231229,6.7,WA
99,2013,Apr,63.6,59.4,3452380,3220670,231710,6.7,WA
100,2013,May,63.6,59.4,3456355,3224598,231757,6.7,WA
101,2013,Jun,63.7,59.4,3460427,3228621,231806,6.7,WA
102,2013,Jul,63.7,59.4,3464183,3232372,231811,6.7,WA
103,2013,Aug,63.6,59.4,3466584,3235962,230622,6.7,WA
104,2013,Sep,63.6,59.4,3467375,3239639,227736,6.6,WA
105,2013,Oct,63.5,59.4,3467791,3243553,224238,6.5,WA
106,2013,Nov,63.4,59.4,3468654,3247718,220936,6.4,WA
107,2013,Dec,63.4,59.4,3469934,3251784,218150,6.3,WA
108,2014,Jan,63.3,59.4,3471141,3255449,215692,6.2,WA
109,2014,Feb,63.2,59.4,3471891,3258702,213189,6.1,WA
110,2014,Mar,63.2,59.4,3472850,3261947,210903,6.1,WA
111,2014,Apr,63.1,59.3,3474684,3265637,209047,6.0,WA
112,2014,May,63.1,59.4,3478313,3270893,207420,6.0,WA
113,2014,Jun,63.2,59.4,3484570,3278515,206055,5.9,WA
114,2014,Jul,63.2,59.5,3493179,3287937,205242,5.9,WA
115,2014,Aug,63.3,59.6,3503437,3298328,205109,5.9,WA
116,2014,Sep,63.4,59.7,3513688,3308405,205283,5.8,WA
117,2014,Oct,63.4,59.8,3521452,3316839,204613,5.8,WA
118,2014,Nov,63.4,59.8,3525535,3323022,202513,5.7,WA
119,2014,Dec,63.4,59.8,3527147,3327558,199589,5.7,WA
120,2015,Jan,63.3,59.8,3528211,3331515,196696,5.6,WA
121,2015,Feb,63.3,59.8,3530246,3335608,194638,5.5,WA
122,2015,Mar,63.2,59.8,3533904,3340601,193303,5.5,WA
123,2015,Apr,63.2,59.8,3539114,3346743,192371,5.4,WA
124,2015,May,63.3,59.8,3544965,3353329,191636,5.4,WA
125,2015,Jun,63.3,59.8,3550112,3359187,190925,5.4,WA
126,2015,Jul,63.2,59.8,3554656,3363984,190672,5.4,WA
127,2015,Aug,63.2,59.8,3559448,3368239,191209,5.4,WA
128,2015,Sep,63.2,59.8,3565425,3373358,192067,5.4,WA
129,2015,Oct,63.2,59.8,3573801,3380768,193033,5.4,WA
130,2015,Nov,63.3,59.9,3585005,3390788,194217,5.4,WA
131,2015,Dec,63.5,60.0,3597830,3402683,195147,5.4,WA
132,2016,Jan,63.6,60.1,3610474,3415138,195336,5.4,WA
133,2016,Feb,63.7,60.2,3621594,3426657,194937,5.4,WA
134,2016,Mar,63.7,60.3,3630389,3436155,194234,5.4,WA
135,2016,Apr,63.7,60.3,3637282,3443618,193664,5.3,WA
136,2016,May,63.7,60.4,3643393,3449983,193410,5.3,WA
137,2016,Jun,63.7,60.4,3649388,3456222,193166,5.3,WA
138,2016,Jul,63.7,60.4,3655019,3462950,192069,5.3,WA
139,2016,Aug,63.7,60.4,3660154,3470082,190072,5.2,WA
140,2016,Sep,63.7,60.4,3665002,3477143,187859,5.1,WA
141,2016,Oct,63.6,60.4,3669217,3483903,185314,5.1,WA
142,2016,Nov,63.6,60.4,3673004,3490923,182081,5.0,WA
143,2016,Dec,63.6,60.5,3677076,3498667,178409,4.9,WA
144,2017,Jan,63.5,60.5,3683980,3508124,175856,4.8,WA
145,2017,Feb,63.5,60.6,3692432,3519115,173317,4.7,WA
146,2017,Mar,63.6,60.7,3701462,3530103,171359,4.6,WA
147,2017,Apr,63.7,60.7,3710929,3540606,170323,4.6,WA
148,2017,May,63.7,60.8,3720366,3550246,170120,4.6,WA
149,2017,Jun,63.8,60.9,3729167,3558488,170679,4.6,WA
150,2017,Jul,63.8,60.9,3737064,3565091,171973,4.6,WA
151,2017,Aug,63.8,60.9,3743266,3569864,173402,4.6,WA
152,2017,Sep,63.8,60.8,3747314,3572996,174318,4.7,WA
153,2017,Oct,63.8,60.8,3749967,3575464,174503,4.7,WA
154,2017,Nov,63.7,60.7,3752292,3578113,174179,4.6,WA
155,2017,Dec,63.7,60.7,3755898,3582546,173352,4.6,WA
156,2018,Jan,63.7,60.8,3762253,3589986,172267,4.6,WA
157,2018,Feb,63.8,60.9,3771896,3600816,171080,4.5,WA
158,2018,Mar,63.9,61.1,3783539,3613911,169628,4.5,WA
159,2018,Apr,64.0,61.2,3794549,3626875,167674,4.4,WA
160,2018,May,64.1,61.3,3803383,3637673,165710,4.4,WA
161,2018,Jun,64.1,61.4,3810268,3645916,164352,4.3,WA
162,2018,Jul,64.2,61.4,3816067,3652014,164053,4.3,WA
163,2018,Aug,64.2,61.4,3822311,3657256,165055,4.3,WA
164,2018,Sep,64.2,61.4,3830474,3662891,167583,4.4,WA
165,2018,Oct,64.3,61.5,3841402,3669976,171426,4.5,WA
166,2018,Nov,64.5,61.5,3854917,3679076,175841,4.6,WA
167,2018,Dec,64.7,61.7,3869712,3690142,179570,4.6,WA
168,2019,Jan,64.8,61.8,3883899,3702409,181490,4.7,WA
169,2019,Feb,65.0,61.9,3896006,3715201,180805,4.6,WA
170,2019,Mar,65.1,62.1,3905927,3727804,178123,4.6,WA
171,2019,Apr,65.1,62.2,3914391,3740050,174341,4.5,WA
172,2019,May,65.2,62.3,3922050,3751539,170511,4.3,WA
173,2019,Jun,65.2,62.4,3929697,3762081,167616,4.3,WA
174,2019,Jul,65.3,62.5,3937815,3771747,166068,4.2,WA
175,2019,Aug,65.3,62.6,3946568,3780993,165575,4.2,WA
176,2019,Sep,65.4,62.7,3955947,3791321,164626,4.2,WA
177,2019,Oct,65.5,62.8,3964903,3802470,162433,4.1,WA
178,2019,Nov,65.5,62.9,3971935,3813191,158744,4.0,WA
179,2019,Dec,65.5,62.9,3975706,3820633,155073,3.9,WA
180,2020,Jan,65.4,62.9,3976695,3823183,153512,3.9,WA
181,2020,Feb,65.4,62.8,3976464,3821069,155395,3.9,WA
182,2020,Mar,64.9,61.5,3953738,3744680,209058,5.3,WA
183,2020,Apr,66.5,55.3,4051077,3372313,678764,16.8,WA
184,2020,May,65.2,56.6,3978036,3451334,526702,13.2,WA
185,2020,Jun,64.4,57.1,3929414,3483182,446232,11.4,WA
186,2020,Jul,64.1,57.6,3918804,3519222,399582,10.2,WA
187,2020,Aug,63.6,58.0,3885396,3547912,337484,8.7,WA
188,2020,Sep,63.5,58.4,3882048,3574600,307448,7.9,WA
189,2020,Oct,63.2,58.7,3866641,3591665,274976,7.1,WA
190,2020,Nov,63.1,58.9,3864297,3604529,259768,6.7,WA
191,2020,Dec,63.1,59.0,3867742,3614843,252899,6.5,WA
192,2021,Jan,63.1,59.2,3866736,3624667,242069,6.3,WA
193,2021,Feb,63.1,59.3,3871096,3636626,234470,6.1,WA
194,2021,Mar,63.2,59.5,3877979,3651185,226794,5.8,WA
195,2021,Apr,63.4,59.8,3886772,3666574,220198,5.7,WA
196,2021,May,63.4,60.0,3894512,3681350,213162,5.5,WA
197,2021,Jun,63.6,60.2,3906118,3696525,209593,5.4,WA
198,2021,Jul,63.7,60.4,3916761,3712969,203792,5.2,WA
199,2021,Aug,63.9,60.7,3929320,3731837,197483,5.0,WA
200,2021,Sep,64.0,60.9,3939003,3749589,189414,4.8,WA
201,2021,Oct,64.1,61.1,3947637,3765399,182238,4.6,WA
202,2021,Nov,64.0,61.1,3946180,3767745,178435,4.5,WA
203,2021,Dec,63.9,61.1,3943843,3766702,177141,4.5,WA
204,2022,Jan,64.2,61.4,3960412,3786553,173859,4.4,WA
205,2022,Feb,64.5,61.7,3981799,3811683,170116,4.3,WA
206,2022,Mar,64.8,62.1,4002973,3837211,165762,4.1,WA
207,2022,Apr,65.1,62.4,4023291,3860300,162991,4.1,WA
208,2022,May,65.2,62.7,4036014,3877391,158623,3.9,WA
209,2022,Jun,65.2,62.7,4038939,3883584,155355,3.8,WA
210,2022,Jul,65.0,62.6,4030448,3881385,149063,3.7,WA
211,2022,Aug,64.8,62.4,4020402,3871160,149242,3.7,WA
212,2022,Sep,64.7,62.2,4012023,3862123,149900,3.7,WA
213,2022,Oct,64.5,62.1,4007898,3854382,153516,3.8,WA
214,2022,Nov,64.4,61.8,4003419,3842331,161088,4.0,WA
0,2005,Jan,67.0,63.3,3172050,2994570,177480,5.6,IN
1,2005,Feb,67.1,63.3,3177325,3000375,176950,5.6,IN
2,2005,Mar,67.1,63.4,3182356,3007192,175164,5.5,IN
3,2005,Apr,67.2,63.6,3187599,3014773,172826,5.4,IN
4,2005,May,67.3,63.7,3193454,3022717,170737,5.3,IN
5,2005,Jun,67.4,63.8,3199884,3030220,169664,5.3,IN
6,2005,Jul,67.5,63.9,3206552,3036250,170302,5.3,IN
7,2005,Aug,67.5,63.9,3212832,3040900,171932,5.4,IN
8,2005,Sep,67.6,64.0,3218431,3045291,173140,5.4,IN
9,2005,Oct,67.6,64.0,3223149,3050395,172754,5.4,IN
10,2005,Nov,67.6,64.0,3226653,3056076,170577,5.3,IN
11,2005,Dec,67.6,64.1,3228693,3061470,167223,5.2,IN
12,2006,Jan,67.6,64.2,3230070,3066477,163593,5.1,IN
13,2006,Feb,67.6,64.2,3231598,3070849,160749,5.0,IN
14,2006,Mar,67.6,64.2,3233382,3073794,159588,4.9,IN
15,2006,Apr,67.6,64.2,3234908,3074689,160219,5.0,IN
16,2006,May,67.5,64.2,3235765,3073913,161852,5.0,IN
17,2006,Jun,67.5,64.1,3235953,3072514,163439,5.1,IN
18,2006,Jul,67.5,64.0,3236278,3072207,164071,5.1,IN
19,2006,Aug,67.4,64.0,3237482,3073727,163755,5.1,IN
20,2006,Sep,67.4,64.0,3238710,3075872,162838,5.0,IN
21,2006,Oct,67.4,64.0,3239074,3078111,160963,5.0,IN
22,2006,Nov,67.3,64.0,3238109,3079821,158288,4.9,IN
23,2006,Dec,67.2,64.0,3234565,3079521,155044,4.8,IN
24,2007,Jan,67.0,63.8,3227858,3076193,151665,4.7,IN
25,2007,Feb,66.8,63.7,3218753,3070366,148387,4.6,IN
26,2007,Mar,66.5,63.5,3208405,3063073,145332,4.5,IN
27,2007,Apr,66.3,63.3,3198676,3055662,143014,4.5,IN
28,2007,May,66.1,63.1,3191090,3049045,142045,4.5,IN
29,2007,Jun,65.9,63.0,3186811,3044087,142724,4.5,IN
30,2007,Jul,65.9,62.9,3186509,3041603,144906,4.5,IN
31,2007,Aug,65.9,62.8,3189936,3042056,147880,4.6,IN
32,2007,Sep,66.0,62.9,3196416,3045872,150544,4.7,IN
33,2007,Oct,66.1,62.9,3204215,3051752,152463,4.8,IN
34,2007,Nov,66.2,63.0,3211460,3058115,153345,4.8,IN
35,2007,Dec,66.3,63.1,3217636,3064296,153340,4.8,IN
36,2008,Jan,66.3,63.2,3222317,3068926,153391,4.8,IN
37,2008,Feb,66.4,63.2,3225717,3071079,154638,4.8,IN
38,2008,Mar,66.4,63.2,3229511,3071330,158181,4.9,IN
39,2008,Apr,66.5,63.1,3234611,3070463,164148,5.1,IN
40,2008,May,66.6,63.0,3241131,3069326,171805,5.3,IN
41,2008,Jun,66.7,63.0,3248295,3068270,180025,5.5,IN
42,2008,Jul,66.7,62.9,3254256,3066171,188085,5.8,IN
43,2008,Aug,66.8,62.7,3257956,3061005,196951,6.0,IN
44,2008,Sep,66.8,62.5,3259403,3050821,208582,6.4,IN
45,2008,Oct,66.7,62.1,3259393,3034749,224644,6.9,IN
46,2008,Nov,66.7,61.6,3258489,3013159,245330,7.5,IN
47,2008,Dec,66.6,61.1,3257127,2987719,269408,8.3,IN
48,2009,Jan,66.5,60.5,3256297,2961664,294633,9.0,IN
49,2009,Feb,66.5,60.0,3255885,2937994,317891,9.8,IN
50,2009,Mar,66.4,59.6,3254065,2918351,335714,10.3,IN
51,2009,Apr,66.3,59.3,3249511,2903308,346203,10.7,IN
52,2009,May,66.1,59.0,3241440,2891493,349947,10.8,IN
53,2009,Jun,65.9,58.7,3229982,2881080,348902,10.8,IN
54,2009,Jul,65.5,58.5,3216060,2870731,345329,10.7,IN
55,2009,Aug,65.2,58.2,3201118,2860122,340996,10.7,IN
56,2009,Sep,64.9,58.0,3187111,2849830,337281,10.6,IN
57,2009,Oct,64.6,57.8,3175581,2840309,335272,10.6,IN
58,2009,Nov,64.4,57.6,3168554,2833101,335453,10.6,IN
59,2009,Dec,64.3,57.5,3167003,2829818,337185,10.6,IN
60,2010,Jan,64.3,57.5,3169128,2830634,338494,10.7,IN
61,2010,Feb,64.4,57.5,3172852,2834812,338040,10.7,IN
62,2010,Mar,64.5,57.6,3177346,2841624,335722,10.6,IN
63,2010,Apr,64.1,57.4,3181319,2849394,331925,10.4,IN
64,2010,May,64.1,57.5,3183430,2856480,326950,10.3,IN
65,2010,Jun,64.1,57.6,3183185,2861326,321859,10.1,IN
66,2010,Jul,64.0,57.6,3180859,2863150,317709,10.0,IN
67,2010,Aug,63.9,57.6,3177460,2862980,314480,9.9,IN
68,2010,Sep,63.8,57.5,3173755,2862333,311422,9.8,IN
69,2010,Oct,63.7,57.5,3170742,2863424,307318,9.7,IN
70,2010,Nov,63.6,57.5,3168580,2867137,301443,9.5,IN
71,2010,Dec,63.5,57.6,3167428,2873191,294237,9.3,IN
72,2011,Jan,63.5,57.7,3168166,2881081,287085,9.1,IN
73,2011,Feb,63.5,57.9,3170670,2889335,281335,8.9,IN
74,2011,Mar,63.6,58.0,3173805,2895813,277992,8.8,IN
75,2011,Apr,63.6,58.0,3177281,2899609,277672,8.7,IN
76,2011,May,63.7,58.0,3181683,2901364,280319,8.8,IN
77,2011,Jun,63.7,58.0,3186877,2902198,284679,8.9,IN
78,2011,Jul,63.8,58.0,3192548,2903557,288991,9.1,IN
79,2011,Aug,63.9,58.0,3197873,2906147,291726,9.1,IN
80,2011,Sep,63.9,58.1,3201966,2910302,291664,9.1,IN
81,2011,Oct,63.9,58.2,3204480,2915887,288593,9.0,IN
82,2011,Nov,63.9,58.3,3204528,2921443,283085,8.8,IN
83,2011,Dec,63.8,58.3,3201486,2925295,276191,8.6,IN
84,2012,Jan,63.7,58.3,3195782,2926439,269343,8.4,IN
85,2012,Feb,63.5,58.2,3188573,2924640,263933,8.3,IN
86,2012,Mar,63.3,58.1,3180618,2919810,260808,8.2,IN
87,2012,Apr,63.1,58.0,3172844,2913076,259768,8.2,IN
88,2012,May,63.0,57.8,3166824,2906905,259919,8.2,IN
89,2012,Jun,62.9,57.7,3163404,2903332,260072,8.2,IN
90,2012,Jul,62.8,57.7,3162320,2902854,259466,8.2,IN
91,2012,Aug,62.8,57.7,3163313,2904676,258637,8.2,IN
92,2012,Sep,62.8,57.7,3166249,2907739,258510,8.2,IN
93,2012,Oct,62.9,57.7,3169729,2910539,259190,8.2,IN
94,2012,Nov,62.9,57.7,3172886,2912626,260260,8.2,IN
95,2012,Dec,62.9,57.7,3175152,2914128,261024,8.2,IN
96,2013,Jan,62.9,57.7,3176337,2915330,261007,8.2,IN
97,2013,Feb,62.9,57.7,3177057,2917239,259818,8.2,IN
98,2013,Mar,62.9,57.8,3178518,2921428,257090,8.1,IN
99,2013,Apr,62.9,57.9,3181648,2928625,253023,8.0,IN
100,2013,May,63.0,58.1,3185716,2937252,248464,7.8,IN
101,2013,Jun,63.0,58.2,3190582,2946381,244201,7.7,IN
102,2013,Jul,63.1,58.4,3196530,2956324,240206,7.5,IN
103,2013,Aug,63.2,58.5,3201733,2966614,235119,7.3,IN
104,2013,Sep,63.2,58.7,3204516,2976182,228334,7.1,IN
105,2013,Oct,63.2,58.8,3205501,2984597,220904,6.9,IN
106,2013,Nov,63.2,58.9,3206192,2992216,213976,6.7,IN
107,2013,Dec,63.2,59.1,3207647,2999291,208356,6.5,IN
108,2014,Jan,63.2,59.2,3210348,3006208,204140,6.4,IN
109,2014,Feb,63.2,59.3,3214183,3013026,201157,6.3,IN
110,2014,Mar,63.3,59.4,3218859,3019531,199328,6.2,IN
111,2014,Apr,63.4,59.5,3222985,3024974,198011,6.1,IN
112,2014,May,63.4,59.5,3226182,3030027,196155,6.1,IN
113,2014,Jun,63.4,59.6,3228715,3035235,193480,6.0,IN
114,2014,Jul,63.4,59.7,3230459,3039980,190479,5.9,IN
115,2014,Aug,63.4,59.7,3233023,3044917,188106,5.8,IN
116,2014,Sep,63.5,59.8,3237161,3050703,186458,5.8,IN
117,2014,Oct,63.5,59.9,3241264,3056667,184597,5.7,IN
118,2014,Nov,63.5,60.0,3243507,3061704,181803,5.6,IN
119,2014,Dec,63.5,60.0,3243867,3065804,178063,5.5,IN
120,2015,Jan,63.5,60.1,3243609,3069876,173733,5.4,IN
121,2015,Feb,63.5,60.2,3243958,3074662,169296,5.2,IN
122,2015,Mar,63.5,60.3,3245723,3080816,164907,5.1,IN
123,2015,Apr,63.6,60.4,3249285,3088493,160792,4.9,IN
124,2015,May,63.6,60.6,3254041,3096911,157130,4.8,IN
125,2015,Jun,63.7,60.7,3258941,3105042,153899,4.7,IN
126,2015,Jul,63.8,60.8,3264081,3112811,151270,4.6,IN
127,2015,Aug,63.9,60.9,3269717,3120334,149383,4.6,IN
128,2015,Sep,64.0,61.1,3276546,3128292,148254,4.5,IN
129,2015,Oct,64.1,61.2,3286118,3137870,148248,4.5,IN
130,2015,Nov,64.3,61.4,3298722,3149094,149628,4.5,IN
131,2015,Dec,64.6,61.6,3312477,3160677,151800,4.6,IN
132,2016,Jan,64.8,61.8,3324395,3170641,153754,4.6,IN
133,2016,Feb,64.9,61.9,3332857,3178012,154845,4.6,IN
134,2016,Mar,65.0,61.9,3337674,3183002,154672,4.6,IN
135,2016,Apr,65.0,62.0,3339764,3186380,153384,4.6,IN
136,2016,May,64.9,62.0,3340290,3189022,151268,4.5,IN
137,2016,Jun,64.9,62.0,3339805,3191314,148491,4.4,IN
138,2016,Jul,64.8,62.0,3338179,3192914,145265,4.4,IN
139,2016,Aug,64.7,62.0,3335426,3193276,142150,4.3,IN
140,2016,Sep,64.6,61.9,3331610,3191886,139724,4.2,IN
141,2016,Oct,64.5,61.8,3326557,3188983,137574,4.1,IN
142,2016,Nov,64.4,61.7,3321175,3186375,134800,4.1,IN
143,2016,Dec,64.3,61.7,3317083,3185941,131142,4.0,IN
144,2017,Jan,64.1,61.7,3320460,3193478,126982,3.8,IN
145,2017,Feb,64.1,61.8,3321490,3199571,121919,3.7,IN
146,2017,Mar,64.2,61.9,3324093,3206656,117437,3.5,IN
147,2017,Apr,64.2,62.0,3327805,3213301,114504,3.4,IN
148,2017,May,64.3,62.1,3331884,3218341,113543,3.4,IN
149,2017,Jun,64.3,62.1,3335421,3221008,114413,3.4,IN
150,2017,Jul,64.3,62.1,3338155,3221914,116241,3.5,IN
151,2017,Aug,64.3,62.0,3339376,3221848,117528,3.5,IN
152,2017,Sep,64.2,62.0,3338942,3221577,117365,3.5,IN
153,2017,Oct,64.2,62.0,3338238,3222593,115645,3.5,IN
154,2017,Nov,64.2,62.0,3338651,3225487,113164,3.4,IN
155,2017,Dec,64.2,62.1,3341850,3231082,110768,3.3,IN
156,2018,Jan,64.3,62.2,3349148,3239726,109422,3.3,IN
157,2018,Feb,64.5,62.4,3360798,3251217,109581,3.3,IN
158,2018,Mar,64.7,62.6,3375039,3264056,110983,3.3,IN
159,2018,Apr,65.0,62.8,3388144,3275366,112778,3.3,IN
160,2018,May,65.1,62.9,3397146,3282686,114460,3.4,IN
161,2018,Jun,65.1,62.9,3401133,3285345,115788,3.4,IN
162,2018,Jul,65.1,62.8,3400096,3283445,116651,3.4,IN
163,2018,Aug,65.0,62.7,3396268,3278925,117343,3.5,IN
164,2018,Sep,64.8,62.6,3392436,3274280,118156,3.5,IN
165,2018,Oct,64.8,62.5,3390415,3271337,119078,3.5,IN
166,2018,Nov,64.7,62.4,3391347,3271490,119857,3.5,IN
167,2018,Dec,64.8,62.5,3393902,3274242,119660,3.5,IN
168,2019,Jan,64.8,62.5,3395581,3277560,118021,3.5,IN
169,2019,Feb,64.7,62.5,3394752,3279698,115054,3.4,IN
170,2019,Mar,64.6,62.5,3391727,3279987,111740,3.3,IN
171,2019,Apr,64.5,62.5,3388261,3279236,109025,3.2,IN
172,2019,May,64.4,62.4,3385691,3278133,107558,3.2,IN
173,2019,Jun,64.4,62.3,3384943,3277535,107408,3.2,IN
174,2019,Jul,64.4,62.3,3386745,3278223,108522,3.2,IN
175,2019,Aug,64.4,62.3,3390517,3280293,110224,3.3,IN
176,2019,Sep,64.5,62.3,3395468,3284192,111276,3.3,IN
177,2019,Oct,64.5,62.4,3400039,3288340,111699,3.3,IN
