,Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate,State
178,2019,Nov,64.5,62.4,3401751,3289902,111849,3.3,IN
179,2019,Dec,64.4,62.3,3399350,3286765,112585,3.3,IN
180,2020,Jan,64.3,62.1,3392684,3278899,113785,3.4,IN
181,2020,Feb,64.0,61.9,3381598,3266921,114677,3.4,IN
182,2020,Mar,62.5,60.3,3301107,3186840,114267,3.5,IN
183,2020,Apr,60.8,50.6,3215828,2675425,540403,16.8,IN
184,2020,May,62.2,54.5,3285590,2880318,405272,12.3,IN
185,2020,Jun,62.3,55.9,3291193,2954875,336318,10.2,IN
186,2020,Jul,62.8,57.2,3318743,3025195,293548,8.8,IN
187,2020,Aug,62.7,58.2,3319412,3081234,238178,7.2,IN
188,2020,Sep,63.1,59.1,3337823,3126233,211590,6.3,IN
189,2020,Oct,63.0,59.6,3337720,3154581,183139,5.5,IN
190,2020,Nov,63.0,59.8,3341055,3171442,169613,5.1,IN
191,2020,Dec,63.0,60.0,3341005,3180196,160809,4.8,IN
192,2021,Jan,62.9,60.1,3334847,3185199,149648,4.5,IN
193,2021,Feb,62.9,60.2,3334943,3190228,144715,4.3,IN
194,2021,Mar,62.9,60.3,3337111,3196521,140590,4.2,IN
195,2021,Apr,62.9,60.3,3340145,3202244,137901,4.1,IN
196,2021,May,62.9,60.4,3339151,3205510,133641,4.0,IN
197,2021,Jun,62.8,60.3,3335236,3204945,130291,3.9,IN
198,2021,Jul,62.6,60.2,3325483,3202867,122616,3.7,IN
199,2021,Aug,62.3,60.2,3313881,3201181,112700,3.4,IN
200,2021,Sep,62.1,60.2,3304180,3202775,101405,3.1,IN
201,2021,Oct,61.9,60.2,3299997,3207432,92565,2.8,IN
202,2021,Nov,61.9,60.2,3301190,3212045,89145,2.7,IN
203,2021,Dec,61.9,60.3,3303425,3214734,88691,2.7,IN
204,2022,Jan,61.9,60.4,3304817,3224824,79993,2.4,IN
205,2022,Feb,62.1,60.7,3315935,3240603,75332,2.3,IN
206,2022,Mar,62.4,61.0,3332430,3260410,72020,2.2,IN
207,2022,Apr,62.6,61.3,3347991,3275693,72298,2.2,IN
208,2022,May,62.9,61.5,3364701,3290663,74038,2.2,IN
209,2022,Jun,63.1,61.6,3378537,3298597,79940,2.4,IN
210,2022,Jul,63.4,61.7,3393932,3305918,88014,2.6,IN
211,2022,Aug,63.4,61.7,3401743,3306525,95218,2.8,IN
212,2022,Sep,63.4,61.6,3401059,3304212,96847,2.8,IN
213,2022,Oct,63.3,61.4,3397398,3296962,100436,3.0,IN
214,2022,Nov,63.2,61.3,3394935,3292041,102894,3.0,IN
0,2005,Jan,67.4,63.5,11104720,10460250,644470,5.8,TC
1,2005,Feb,67.4,63.5,11116844,10480729,636115,5.7,TC
2,2005,Mar,67.3,63.6,11125846,10502785,623061,5.6,TC
3,2005,Apr,67.3,63.6,11134783,10525682,609101,5.5,TC
4,2005,May,67.3,63.7,11147039,10548719,598320,5.4,TC
5,2005,Jun,67.3,63.7,11163389,10569961,593428,5.3,TC
6,2005,Jul,67.3,63.7,11181941,10586526,595415,5.3,TC
7,2005,Aug,67.2,63.6,11198913,10597585,601328,5.4,TC
8,2005,Sep,67.0,63.4,11211963,10604917,607046,5.4,TC
9,2005,Oct,67.0,63.4,11221201,10612285,608916,5.4,TC
10,2005,Nov,67.0,63.4,11227907,10621632,606275,5.4,TC
11,2005,Dec,67.0,63.4,11233098,10633045,600053,5.3,TC
12,2006,Jan,67.0,63.4,11240453,10647444,593009,5.3,TC
13,2006,Feb,67.0,63.4,11253367,10664814,588553,5.2,TC
14,2006,Mar,66.9,63.4,11272128,10683983,588145,5.2,TC
15,2006,Apr,66.8,63.3,11294298,10704340,589958,5.2,TC
16,2006,May,66.8,63.3,11316310,10726117,590193,5.2,TC
17,2006,Jun,66.7,63.2,11335374,10749064,586310,5.2,TC
18,2006,Jul,66.6,63.2,11351838,10775124,576714,5.1,TC
19,2006,Aug,66.6,63.3,11367207,10804130,563077,5.0,TC
20,2006,Sep,66.5,63.3,11381736,10832912,548824,4.8,TC
21,2006,Oct,66.5,63.3,11394861,10859232,535629,4.7,TC
22,2006,Nov,66.4,63.4,11405690,10881093,524597,4.6,TC
23,2006,Dec,66.3,63.3,11412317,10896648,515669,4.5,TC
24,2007,Jan,66.2,63.3,11413662,10905100,508562,4.5,TC
25,2007,Feb,66.1,63.2,11411958,10908743,503215,4.4,TC
26,2007,Mar,66.0,63.1,11408395,10909724,498671,4.4,TC
27,2007,Apr,65.9,63.0,11405711,10910668,495043,4.3,TC
28,2007,May,65.8,62.9,11406369,10913440,492929,4.3,TC
29,2007,Jun,65.7,62.9,11411196,10919419,491777,4.3,TC
30,2007,Jul,65.6,62.8,11421250,10928845,492405,4.3,TC
31,2007,Aug,65.6,62.8,11437858,10942199,495659,4.3,TC
32,2007,Sep,65.6,62.8,11459823,10960290,499533,4.4,TC
33,2007,Oct,65.6,62.8,11484031,10981282,502749,4.4,TC
34,2007,Nov,65.7,62.8,11508120,11004022,504098,4.4,TC
35,2007,Dec,65.7,62.8,11531148,11027674,503474,4.4,TC
36,2008,Jan,65.7,62.8,11551722,11049469,502253,4.3,TC
37,2008,Feb,65.7,62.9,11569544,11068110,501434,4.3,TC
38,2008,Mar,65.7,62.8,11587968,11084171,503797,4.3,TC
39,2008,Apr,65.7,62.8,11609646,11098012,511634,4.4,TC
40,2008,May,65.8,62.8,11635536,11109993,525543,4.5,TC
41,2008,Jun,65.8,62.8,11666163,11121171,544992,4.7,TC
42,2008,Jul,65.9,62.7,11698046,11131376,566670,4.8,TC
43,2008,Aug,65.9,62.6,11727305,11139202,588103,5.0,TC
44,2008,Sep,66.0,62.5,11751993,11141801,610192,5.2,TC
45,2008,Oct,66.0,62.4,11771507,11136874,634633,5.4,TC
46,2008,Nov,65.9,62.2,11784834,11123092,661742,5.6,TC
47,2008,Dec,65.9,62.0,11791925,11101977,689948,5.9,TC
48,2009,Jan,65.8,61.8,11794357,11077513,716844,6.1,TC
49,2009,Feb,65.7,61.5,11795821,11055073,740748,6.3,TC
50,2009,Mar,65.6,61.4,11799261,11040416,758845,6.4,TC
51,2009,Apr,65.5,61.2,11805364,11035746,769618,6.5,TC
52,2009,May,66.1,61.2,11933809,11037541,896268,7.5,TC
53,2009,Jun,66.4,61.1,11998393,11041350,957043,8.0,TC
54,2009,Jul,66.4,61.0,12027290,11042872,984418,8.2,TC
55,2009,Aug,66.4,60.9,12035941,11040880,995061,8.3,TC
56,2009,Sep,66.3,60.8,12036191,11038831,997360,8.3,TC
57,2009,Oct,66.2,60.7,12036269,11040270,995999,8.3,TC
58,2009,Nov,66.1,60.6,12045372,11050184,995188,8.3,TC
59,2009,Dec,66.1,60.7,12070223,11072620,997603,8.3,TC
60,2010,Jan,66.3,60.8,12108919,11106882,1002037,8.3,TC
61,2010,Feb,66.4,60.9,12151988,11146453,1005535,8.3,TC
62,2010,Mar,66.5,61.0,12191275,11184615,1006660,8.3,TC
63,2010,Apr,65.9,60.5,12222661,11218075,1004586,8.2,TC
64,2010,May,65.9,60.6,12244873,11246029,998844,8.2,TC
65,2010,Jun,65.9,60.6,12259778,11267141,992637,8.1,TC
66,2010,Jul,65.9,60.6,12272590,11282344,990246,8.1,TC
67,2010,Aug,65.9,60.6,12287949,11294712,993237,8.1,TC
68,2010,Sep,65.9,60.5,12306687,11306167,1000520,8.1,TC
69,2010,Oct,65.9,60.5,12329159,11320132,1009027,8.2,TC
70,2010,Nov,65.9,60.5,12352386,11337423,1014963,8.2,TC
71,2010,Dec,65.9,60.5,12372836,11356570,1016266,8.2,TC
72,2011,Jan,65.9,60.5,12391831,11377422,1014409,8.2,TC
73,2011,Feb,65.9,60.5,12409993,11398153,1011840,8.2,TC
74,2011,Mar,65.9,60.5,12426745,11416366,1010379,8.1,TC
75,2011,Apr,65.9,60.5,12444275,11431447,1012828,8.1,TC
76,2011,May,65.9,60.5,12467134,11445785,1021349,8.2,TC
77,2011,Jun,66.0,60.5,12497108,11463413,1033695,8.3,TC
78,2011,Jul,66.0,60.5,12534220,11487969,1046251,8.3,TC
79,2011,Aug,66.0,60.6,12546014,11519770,1026244,8.2,TC
80,2011,Sep,66.0,60.7,12559256,11556548,1002708,8.0,TC
81,2011,Oct,65.9,60.8,12570673,11594803,975870,7.8,TC
82,2011,Nov,65.8,60.9,12576962,11630243,946719,7.5,TC
83,2011,Dec,65.7,60.9,12576704,11659891,916813,7.3,TC
84,2012,Jan,65.6,61.0,12571937,11683759,888178,7.1,TC
85,2012,Feb,65.5,61.0,12581835,11704383,877452,7.0,TC
86,2012,Mar,65.4,61.0,12563758,11722322,841436,6.7,TC
87,2012,Apr,65.4,61.0,12588954,11737849,851105,6.8,TC
88,2012,May,65.4,61.0,12611625,11754758,856867,6.8,TC
89,2012,Jun,65.4,61.0,12632078,11776105,855973,6.8,TC
90,2012,Jul,65.4,61.0,12649825,11802014,847811,6.7,TC
91,2012,Aug,65.4,61.1,12666216,11830108,836108,6.6,TC
92,2012,Sep,65.4,61.1,12683588,11857386,826202,6.5,TC
93,2012,Oct,65.4,61.1,12700534,11879763,820771,6.5,TC
94,2012,Nov,65.3,61.1,12716045,11895325,820720,6.5,TC
95,2012,Dec,65.3,61.1,12730458,11905455,825003,6.5,TC
96,2013,Jan,65.3,61.0,12743658,11912520,831138,6.5,TC
97,2013,Feb,65.3,61.0,12757010,11921233,835777,6.6,TC
98,2013,Mar,65.2,61.0,12772688,11936855,835833,6.5,TC
99,2013,Apr,65.3,61.0,12793456,11962083,831373,6.5,TC
100,2013,May,65.3,61.1,12816378,11991479,824899,6.4,TC
101,2013,Jun,65.3,61.1,12837490,12018765,818725,6.4,TC
102,2013,Jul,65.3,61.1,12855277,12041788,813489,6.3,TC
103,2013,Aug,65.2,61.1,12867238,12061310,805928,6.3,TC
104,2013,Sep,65.1,61.1,12873858,12079341,794517,6.2,TC
105,2013,Oct,65.1,61.1,12880739,12099121,781618,6.1,TC
106,2013,Nov,65.0,61.1,12892128,12124031,768097,6.0,TC
107,2013,Dec,65.0,61.2,12907972,12154284,753688,5.8,TC
108,2014,Jan,65.0,61.2,12926206,12188294,737912,5.7,TC
109,2014,Feb,64.9,61.3,12944743,12223189,721554,5.6,TC
110,2014,Mar,64.9,61.4,12962485,12254958,707527,5.5,TC
111,2014,Apr,64.9,61.4,12977478,12280595,696883,5.4,TC
112,2014,May,64.9,61.4,12990622,12302615,688007,5.3,TC
113,2014,Jun,64.8,61.4,13005331,12325395,679936,5.2,TC
114,2014,Jul,64.8,61.4,13020533,12348864,671669,5.2,TC
115,2014,Aug,64.7,61.5,13036080,12373428,662652,5.1,TC
116,2014,Sep,64.7,61.5,13050337,12398563,651774,5.0,TC
117,2014,Oct,64.6,61.5,13058380,12420918,637462,4.9,TC
118,2014,Nov,64.5,61.4,13057664,12436708,620956,4.8,TC
119,2014,Dec,64.3,61.4,13051833,12446054,605779,4.6,TC
120,2015,Jan,64.2,61.3,13045727,12451402,594325,4.6,TC
121,2015,Feb,64.1,61.2,13042678,12455072,587606,4.5,TC
122,2015,Mar,64.0,61.1,13044962,12461125,583837,4.5,TC
123,2015,Apr,63.9,61.1,13052347,12471167,581180,4.5,TC
124,2015,May,63.9,61.0,13062363,12483045,579318,4.4,TC
125,2015,Jun,63.8,61.0,13072586,12493882,578704,4.4,TC
126,2015,Jul,63.7,60.9,13083798,12503348,580450,4.4,TC
127,2015,Aug,63.7,60.8,13096567,12512227,584340,4.5,TC
128,2015,Sep,63.7,60.8,13111812,12523886,587926,4.5,TC
129,2015,Oct,63.7,60.8,13133423,12543363,590060,4.5,TC
130,2015,Nov,63.7,60.8,13162283,12571333,590950,4.5,TC
131,2015,Dec,63.8,60.9,13194306,12603859,590447,4.5,TC
132,2016,Jan,63.8,61.0,13224910,12635778,589132,4.5,TC
133,2016,Feb,63.8,61.0,13252003,12662766,589237,4.4,TC
134,2016,Mar,63.8,61.0,13275533,12683175,592358,4.5,TC
135,2016,Apr,63.9,61.0,13297832,12698126,599706,4.5,TC
136,2016,May,63.9,60.9,13321031,12710616,610415,4.6,TC
137,2016,Jun,63.9,60.9,13344101,12722956,621145,4.7,TC
138,2016,Jul,63.9,60.9,13365941,12736496,629445,4.7,TC
139,2016,Aug,63.9,60.9,13386060,12750754,635306,4.7,TC
140,2016,Sep,63.9,60.8,13403980,12763563,640417,4.8,TC
141,2016,Oct,63.8,60.8,13419163,12774408,644755,4.8,TC
142,2016,Nov,63.8,60.8,13434311,12787312,646999,4.8,TC
143,2016,Dec,63.8,60.8,13452830,12805992,646838,4.8,TC
144,2017,Jan,63.8,60.7,13383543,12743129,640414,4.8,TC
145,2017,Feb,63.8,60.8,13407092,12773175,633917,4.7,TC
146,2017,Mar,63.8,60.9,13429146,12805899,623247,4.6,TC
147,2017,Apr,63.8,60.9,13448306,12838380,609926,4.5,TC
148,2017,May,63.8,61.0,13464024,12868903,595121,4.4,TC
149,2017,Jun,63.8,61.1,13476361,12894947,581414,4.3,TC
150,2017,Jul,63.8,61.1,13486545,12915730,570815,4.2,TC
151,2017,Aug,63.7,61.1,13495091,12931972,563119,4.2,TC
152,2017,Sep,63.7,61.1,13503616,12945812,557804,4.1,TC
153,2017,Oct,63.7,61.0,13513945,12959897,554048,4.1,TC
154,2017,Nov,63.6,61.0,13527004,12974970,552034,4.1,TC
155,2017,Dec,63.7,61.1,13545086,12994087,550999,4.1,TC
156,2018,Jan,63.7,61.1,13570502,13019810,550692,4.1,TC
157,2018,Feb,63.8,61.2,13603866,13053266,550600,4.0,TC
158,2018,Mar,63.9,61.3,13640180,13091083,549097,4.0,TC
159,2018,Apr,64.0,61.4,13670383,13125424,544959,4.0,TC
160,2018,May,64.0,61.5,13689632,13150005,539627,3.9,TC
161,2018,Jun,63.9,61.5,13698819,13164873,533946,3.9,TC
162,2018,Jul,63.9,61.4,13700824,13172521,528303,3.9,TC
163,2018,Aug,63.8,61.4,13702378,13177515,524863,3.8,TC
164,2018,Sep,63.7,61.3,13708279,13183494,524785,3.8,TC
165,2018,Oct,63.7,61.2,13719955,13193517,526438,3.8,TC
166,2018,Nov,63.7,61.2,13735166,13208364,526802,3.8,TC
167,2018,Dec,63.7,61.2,13750400,13227231,523169,3.8,TC
168,2019,Jan,63.7,61.3,13763201,13248657,514544,3.7,TC
169,2019,Feb,63.6,61.3,13774028,13272184,501844,3.6,TC
170,2019,Mar,63.6,61.4,13786042,13297251,488791,3.5,TC
171,2019,Apr,63.6,61.4,13803426,13324780,478646,3.5,TC
172,2019,May,63.6,61.5,13827325,13353151,474174,3.4,TC
173,2019,Jun,63.7,61.5,13856445,13379740,476705,3.4,TC
174,2019,Jul,63.8,61.5,13887034,13402466,484568,3.5,TC
175,2019,Aug,63.8,61.5,13914676,13421600,493076,3.5,TC
176,2019,Sep,63.8,61.5,13939282,13442538,496744,3.6,TC
177,2019,Oct,63.8,61.5,13961107,13465764,495343,3.5,TC
178,2019,Nov,63.8,61.6,13979205,13488900,490305,3.5,TC
179,2019,Dec,63.7,61.5,13985790,13501568,484222,3.5,TC
180,2020,Jan,63.6,61.4,13975565,13494841,480724,3.4,TC
181,2020,Feb,63.4,61.2,13949039,13466024,483015,3.5,TC
182,2020,Mar,62.8,59.6,13838344,13135701,702643,5.1,TC
183,2020,Apr,59.8,52.2,13190711,11522574,1668137,12.6,TC
184,2020,May,62.5,55.1,13800875,12172243,1628632,11.8,TC
185,2020,Jun,62.3,56.1,13777977,12393208,1384769,10.1,TC
186,2020,Jul,62.7,56.9,13888962,12601111,1287851,9.3,TC
187,2020,Aug,62.7,57.6,13889681,12769701,1119980,8.1,TC
188,2020,Sep,63.0,58.2,13983783,12909243,1074540,7.7,TC
189,2020,Oct,62.9,58.5,13988179,13001357,986822,7.1,TC
190,2020,Nov,63.1,58.7,14034827,13060347,974480,6.9,TC
191,2020,Dec,63.2,58.8,14077183,13099439,977744,6.9,TC
192,2021,Jan,63.2,58.9,14084103,13135663,948440,6.7,TC
193,2021,Feb,63.2,59.0,14108447,13178764,929683,6.6,TC
194,2021,Mar,63.3,59.2,14137958,13233703,904255,6.4,TC
195,2021,Apr,63.3,59.4,14170095,13294137,875958,6.2,TC
196,2021,May,63.4,59.6,14194328,13353800,840528,5.9,TC
197,2021,Jun,63.5,59.8,14243426,13405578,837848,5.9,TC
198,2021,Jul,63.4,59.9,14249596,13455074,794522,5.6,TC
199,2021,Aug,63.4,60.0,14269081,13500355,768726,5.4,TC
200,2021,Sep,63.3,60.1,14272899,13544229,728670,5.1,TC
201,2021,Oct,63.3,60.2,14295547,13581395,714152,5.0,TC
202,2021,Nov,63.2,60.1,14287946,13593060,694886,4.9,TC
203,2021,Dec,63.1,60.1,14282879,13595276,687603,4.8,TC
204,2022,Jan,63.3,60.2,14333539,13645548,687991,4.8,TC
205,2022,Feb,63.4,60.4,14373632,13698584,675048,4.7,TC
206,2022,Mar,63.4,60.7,14414296,13779753,634543,4.4,TC
207,2022,Apr,63.6,60.8,14459425,13838703,620722,4.3,TC
208,2022,May,63.7,61.1,14515783,13907819,607964,4.2,TC
209,2022,Jun,63.8,61.2,14555411,13957671,597740,4.1,TC
210,2022,Jul,63.8,61.3,14584437,13995232,589205,4.0,TC
211,2022,Aug,63.8,61.2,14595814,14001230,594584,4.1,TC
212,2022,Sep,63.6,61.1,14583680,14003077,580603,4.0,TC
213,2022,Oct,63.6,61.0,14592133,14002866,589267,4.0,TC
214,2022,Nov,63.5,61.0,14594428,14015544,578884,4.0,TC
0,2005,Jan,66.6,62.3,5859119,5488022,371097,6.3,OH
1,2005,Feb,66.6,62.4,5861578,5493034,368544,6.3,OH
2,2005,Mar,66.6,62.5,5864576,5500803,363773,6.2,OH
3,2005,Apr,66.6,62.6,5868991,5511573,357418,6.1,OH
4,2005,May,66.7,62.7,5874671,5524226,350445,6.0,OH
5,2005,Jun,66.7,62.8,5880174,5536130,344044,5.9,OH
6,2005,Jul,66.7,62.9,5885049,5544880,340169,5.8,OH
7,2005,Aug,66.8,62.9,5889390,5550220,339170,5.8,OH
8,2005,Sep,66.8,62.9,5893220,5553817,339403,5.8,OH
9,2005,Oct,66.7,62.9,5896020,5557780,338240,5.7,OH
10,2005,Nov,66.7,62.9,5897939,5562941,334998,5.7,OH
11,2005,Dec,66.7,63.0,5898850,5568986,329864,5.6,OH
12,2006,Jan,66.7,63.1,5900385,5577335,323050,5.5,OH
13,2006,Feb,66.7,63.2,5904768,5588283,316485,5.4,OH
14,2006,Mar,66.8,63.3,5912662,5599950,312712,5.3,OH
15,2006,Apr,66.9,63.4,5923616,5610899,312717,5.3,OH
16,2006,May,67.1,63.5,5936851,5621439,315412,5.3,OH
17,2006,Jun,67.2,63.6,5950887,5631674,319213,5.4,OH
18,2006,Jul,67.3,63.7,5964470,5641744,322726,5.4,OH
19,2006,Aug,67.5,63.8,5978031,5652208,325823,5.5,OH
20,2006,Sep,67.6,63.9,5990760,5662364,328396,5.5,OH
21,2006,Oct,67.6,63.9,6001365,5672001,329364,5.5,OH
22,2006,Nov,67.7,64.0,6008981,5680298,328683,5.5,OH
23,2006,Dec,67.7,64.0,6013359,5686100,327259,5.4,OH
24,2007,Jan,67.7,64.0,6015798,5688698,327100,5.4,OH
25,2007,Feb,67.7,64.0,6017630,5689064,328566,5.5,OH
26,2007,Mar,67.7,64.0,6018863,5688428,330435,5.5,OH
27,2007,Apr,67.7,64.0,6019476,5686963,332513,5.5,OH
28,2007,May,67.7,63.9,6019240,5683902,335338,5.6,OH
29,2007,Jun,67.6,63.8,6018239,5679913,338326,5.6,OH
30,2007,Jul,67.6,63.8,6016911,5676080,340831,5.7,OH
31,2007,Aug,67.6,63.7,6015646,5672744,342902,5.7,OH
32,2007,Sep,67.5,63.7,6015396,5671388,344008,5.7,OH
33,2007,Oct,67.5,63.6,6016279,5671830,344449,5.7,OH
34,2007,Nov,67.5,63.6,6016931,5673416,343515,5.7,OH
35,2007,Dec,67.5,63.7,6016753,5675653,341100,5.7,OH
36,2008,Jan,67.4,63.6,6014754,5675960,338794,5.6,OH
37,2008,Feb,67.4,63.6,6011252,5672357,338895,5.6,OH
38,2008,Mar,67.4,63.5,6008457,5664400,344057,5.7,OH
39,2008,Apr,67.3,63.4,6007620,5652710,354910,5.9,OH
40,2008,May,67.3,63.2,6009324,5639316,370008,6.2,OH
41,2008,Jun,67.3,63.0,6012507,5625793,386714,6.4,OH
42,2008,Jul,67.3,62.8,6014218,5612464,401754,6.7,OH
43,2008,Aug,67.3,62.7,6011816,5598120,413696,6.9,OH
44,2008,Sep,67.2,62.4,6004979,5579973,425006,7.1,OH
45,2008,Oct,67.1,62.2,5995207,5556150,439057,7.3,OH
46,2008,Nov,66.9,61.8,5983594,5525376,458218,7.7,OH
47,2008,Dec,66.8,61.4,5970422,5487378,483044,8.1,OH
48,2009,Jan,66.6,60.9,5956344,5444780,511564,8.6,OH
49,2009,Feb,66.4,60.4,5942920,5402230,540690,9.1,OH
50,2009,Mar,66.3,60.0,5931002,5364822,566180,9.5,OH
51,2009,Apr,66.2,59.6,5920506,5335602,584904,9.9,OH
52,2009,May,66.0,59.4,5910747,5313941,596806,10.1,OH
53,2009,Jun,65.9,59.2,5902027,5297717,604310,10.2,OH
54,2009,Jul,65.8,59.0,5894470,5283917,610553,10.4,OH
55,2009,Aug,65.7,58.8,5888132,5270650,617482,10.5,OH
56,2009,Sep,65.7,58.7,5883486,5257988,625498,10.6,OH
57,2009,Oct,65.6,58.5,5880324,5245920,634404,10.8,OH
58,2009,Nov,65.6,58.4,5880807,5236980,643827,10.9,OH
59,2009,Dec,65.7,58.4,5886389,5234320,652069,11.1,OH
60,2010,Jan,65.7,58.4,5895027,5238928,656099,11.1,OH
61,2010,Feb,65.8,58.5,5902220,5248612,653608,11.1,OH
62,2010,Mar,65.8,58.6,5904597,5259913,644684,10.9,OH
63,2010,Apr,65.9,58.8,5901230,5269891,631339,10.7,OH
64,2010,May,65.8,58.9,5892307,5276565,615742,10.4,OH
65,2010,Jun,65.6,58.9,5879456,5278705,600751,10.2,OH
66,2010,Jul,65.4,58.8,5866162,5277025,589137,10.0,OH
67,2010,Aug,65.3,58.8,5855186,5273622,581564,9.9,OH
68,2010,Sep,65.1,58.7,5846806,5270258,576548,9.9,OH
69,2010,Oct,65.0,58.7,5840618,5269337,571281,9.8,OH
70,2010,Nov,65.0,58.7,5834361,5271037,563324,9.7,OH
71,2010,Dec,64.9,58.7,5826065,5273672,552393,9.5,OH
72,2011,Jan,64.7,58.7,5816035,5275424,540611,9.3,OH
73,2011,Feb,64.6,58.7,5804853,5274342,530511,9.1,OH
74,2011,Mar,64.5,58.6,5793724,5270128,523596,9.0,OH
75,2011,Apr,64.3,58.6,5784616,5264185,520431,9.0,OH
76,2011,May,64.3,58.5,5778681,5258057,520624,9.0,OH
77,2011,Jun,64.2,58.4,5774881,5253336,521545,9.0,OH
78,2011,Jul,64.1,58.4,5771503,5251468,520035,9.0,OH
79,2011,Aug,64.1,58.4,5767102,5252818,514284,8.9,OH
80,2011,Sep,64.0,58.4,5760793,5256975,503818,8.7,OH
81,2011,Oct,63.9,58.4,5753316,5263328,489988,8.5,OH
82,2011,Nov,63.8,58.5,5745836,5270678,475158,8.3,OH
83,2011,Dec,63.7,58.6,5739218,5277947,461271,8.0,OH
84,2012,Jan,63.6,58.6,5734275,5284949,449326,7.8,OH
85,2012,Feb,63.6,58.7,5731180,5291278,439902,7.7,OH
86,2012,Mar,63.5,58.7,5727867,5294585,433282,7.6,OH
87,2012,Apr,63.5,58.7,5721910,5293517,428393,7.5,OH
88,2012,May,63.4,58.7,5714684,5290887,423797,7.4,OH
89,2012,Jun,63.3,58.6,5708474,5289595,418879,7.3,OH
90,2012,Jul,63.2,58.6,5703982,5290271,413711,7.3,OH
91,2012,Aug,63.2,58.6,5701818,5292044,409774,7.2,OH
92,2012,Sep,63.1,58.6,5702365,5293329,409036,7.2,OH
93,2012,Oct,63.1,58.6,5703549,5291979,411570,7.2,OH
94,2012,Nov,63.1,58.5,5703304,5287084,416220,7.3,OH
95,2012,Dec,63.1,58.4,5701489,5279998,421491,7.4,OH
96,2013,Jan,63.0,58.3,5699301,5272736,426565,7.5,OH
97,2013,Feb,63.0,58.2,5698685,5268265,430420,7.6,OH
98,2013,Mar,63.0,58.2,5701127,5269020,432107,7.6,OH
99,2013,Apr,63.1,58.3,5706929,5274989,431940,7.6,OH
100,2013,May,63.1,58.3,5713147,5281766,431381,7.6,OH
101,2013,Jun,63.1,58.4,5717334,5285529,431805,7.6,OH
102,2013,Jul,63.1,58.3,5718793,5285992,432801,7.6,OH
103,2013,Aug,63.1,58.3,5716629,5284908,431721,7.6,OH
104,2013,Sep,63.0,58.3,5711245,5284794,426451,7.5,OH
105,2013,Oct,62.9,58.3,5705087,5287632,417455,7.3,OH
106,2013,Nov,62.8,58.3,5700211,5294623,405588,7.1,OH
107,2013,Dec,62.7,58.4,5696553,5304884,391669,6.9,OH
108,2014,Jan,62.7,58.5,5693500,5316915,376585,6.6,OH
109,2014,Feb,62.7,58.7,5691029,5328838,362191,6.4,OH
110,2014,Mar,62.6,58.8,5690228,5339396,350832,6.2,OH
111,2014,Apr,62.6,58.9,5691744,5348627,343117,6.0,OH
112,2014,May,62.7,58.9,5696376,5358794,337582,5.9,OH
113,2014,Jun,62.7,59.1,5704592,5372122,332470,5.8,OH
114,2014,Jul,62.8,59.2,5714956,5387836,327120,5.7,OH
115,2014,Aug,62.9,59.4,5726029,5404261,321768,5.6,OH
116,2014,Sep,63.0,59.5,5735306,5419107,316199,5.5,OH
117,2014,Oct,63.0,59.6,5740022,5429896,310126,5.4,OH
118,2014,Nov,63.0,59.6,5738510,5434432,304078,5.3,OH
119,2014,Dec,62.9,59.6,5732637,5433117,299520,5.2,OH
120,2015,Jan,62.8,59.5,5725314,5428302,297012,5.2,OH
121,2015,Feb,62.7,59.5,5719068,5423145,295923,5.2,OH
122,2015,Mar,62.7,59.5,5715533,5421129,294404,5.2,OH
123,2015,Apr,62.7,59.5,5713945,5422656,291289,5.1,OH
124,2015,May,62.6,59.5,5712467,5426068,286399,5.0,OH
125,2015,Jun,62.6,59.5,5709322,5428877,280445,4.9,OH
126,2015,Jul,62.5,59.5,5704862,5429949,274913,4.8,OH
127,2015,Aug,62.4,59.5,5700670,5429438,271232,4.8,OH
128,2015,Sep,62.4,59.4,5698995,5428901,270094,4.7,OH
129,2015,Oct,62.4,59.4,5702644,5430886,271758,4.8,OH
130,2015,Nov,62.5,59.5,5713128,5437112,276016,4.8,OH
131,2015,Dec,62.7,59.6,5728436,5446975,281461,4.9,OH
132,2016,Jan,62.8,59.7,5743731,5457717,286014,5.0,OH
133,2016,Feb,62.9,59.8,5754850,5466498,288352,5.0,OH
134,2016,Mar,63.0,59.8,5759537,5471393,288144,5.0,OH
135,2016,Apr,62.9,59.8,5759108,5472521,286587,5.0,OH
136,2016,May,62.9,59.8,5756166,5470836,285330,5.0,OH
137,2016,Jun,62.8,59.7,5752564,5467270,285294,5.0,OH
138,2016,Jul,62.8,59.7,5749748,5463246,286502,5.0,OH
139,2016,Aug,62.7,59.6,5749164,5459942,289222,5.0,OH
140,2016,Sep,62.8,59.5,5752040,5458133,293907,5.1,OH
141,2016,Oct,62.8,59.5,5757428,5457993,299435,5.2,OH
142,2016,Nov,62.8,59.5,5763754,5460359,303395,5.3,OH
143,2016,Dec,62.9,59.6,5770112,5465690,304422,5.3,OH
144,2017,Jan,62.9,59.6,5795256,5490665,304591,5.3,OH
145,2017,Feb,62.9,59.7,5803585,5501760,301825,5.2,OH
146,2017,Mar,63.0,59.8,5811518,5512940,298578,5.1,OH
